features,Cluster.Index,M/Z,RT,Annotation,Cosine.Score,No..of.Shared.Peaks,Mass.Diff..to.Library.Reference,ppm.error,Analog?,Nearest.Neighbors,Proximity,CF_class,CF_Dparent,CF_kingdom,CF_MFramework,CF_subclass,CF_superclass,fch_147L_147V,fch_147L_147WG,fch_147L_165L,fch_147L_165V,fch_147L_165WG,fch_147L_291L,fch_147L_291V,fch_147L_291WG,fch_147V_147WG,fch_147V_165L,fch_147V_165V,fch_147V_165WG,fch_147V_291L,fch_147V_291V,fch_147V_291WG,fch_147WG_165L,fch_147WG_165V,fch_147WG_165WG,fch_147WG_291L,fch_147WG_291V,fch_147WG_291WG,fch_165L_165V,fch_165L_165WG,fch_165L_291L,fch_165L_291V,fch_165L_291WG,fch_165V_165WG,fch_165V_291L,fch_165V_291V,fch_165V_291WG,fch_165WG_291L,fch_165WG_291V,fch_165WG_291WG,fch_291L_291V,fch_291L_291WG,fch_291V_291WG
X203.0914_2.23_4502,4502,203.0914,2.23,4-HYDROXYPHENYL ACETIC ACID,0.789561,5,50.0364,326918,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X663.5527_3.8_4503,4503,663.5527,3.8,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X650.5688_4.16_4505,4505,650.5688,4.16,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X420.2033_2.47_4512,4512,420.2033,2.47,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X301.678_0.49_4518,4518,301.678,0.49,Spectral Match to Leu-Val-Lys from NIST14,0.738826,9,243.084,160291,Yes,Spectral Match to Leu-Val-Lys from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X377.3037_3.18_4520,4520,377.3037,3.18,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X501.2454_2.12_4522,4522,501.2454,2.12,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X271.1281_0.41_4524,4524,271.1281,0.41,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X611.4622_3.75_4528,4528,611.4622,3.75,OL (32:0),0.741102,10,14.0888,22522.2,Yes,OL (32:0),First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X290.1959_2.3_4529,4529,290.1959,2.3,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes
X348.2729_2.59_4530,4530,348.2729,2.59,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X423.3239_2.95_4536,4536,423.3239,2.95,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X517.3145_2.71_4537,4537,517.3145,2.71,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,NA
X226.0704_1.08_4539,4539,226.0704,1.08,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X587.5011_3.95_4542,4542,587.5011,3.95,NA,NA,NA,NA,NA,No,AEG(o-18:3/18:1),First Analog,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X437.3002_2.64_4543,4543,437.3002,2.64,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X372.2732_2.43_4545,4545,372.2732,2.43,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes
X586.5382_3.64_4546,4546,586.5382,3.64,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,Yes,NA,Yes,NA,Yes
X351.2271_2.07_4550,4550,351.2271,2.07,NA,NA,NA,NA,NA,No,Spectral Match to Lys-Val from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X328.2472_2.43_4554,4554,328.2472,2.43,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes
X149.132_3.27_4555,4555,149.132,3.27,"Spectral Match to 3,5-Dimethyladamantan-1-amine from NIST14",0.907292,6,14.019,85926.5,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes
X698.4718_3.39_4556,4556,698.4718,3.39,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X429.3706_3.58_4558,4558,429.3706,3.58,"(2S,3R,4S,5S,6R)-2-[[(1S,4aR,7aS)-7-(hydroxymethyl)-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0.719711,7,76.2496,215931,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X501.3192_2.75_4563,4563,501.3192,2.75,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X413.1731_2.37_4565,4565,413.1731,2.37,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X622.5378_4.15_4567,4567,622.5378,4.15,NA,NA,NA,NA,NA,No,"(1R,2R,5S,8R,14R,15R,16S)-16-hydroxy-1,2,14,17,17-pentamethyl-8-(prop-1-en-2-yl)pentacyclo[11.7.0.0 , ?.0?,?.0 ?, ?]icosane-5,15-dicarboxylic acid",Second Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X603.4958_4_4568,4568,603.4958,4,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X708.6097_3.81_4570,4570,708.6097,3.81,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X225.112_2.29_4573,4573,225.112,2.29,HYDROXYPHENYLLACTIC ACID,0.734272,6,42.047,229683,Yes,Massbank:FIO00417 Artemisinin,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X499.3761_3.18_4576,4576,499.3761,3.18,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X520.3119_2.37_4577,4577,520.3119,2.37,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,NA
X622.5377_4.24_4579,4579,622.5377,4.24,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X738.5446_3.78_4581,4581,738.5446,3.78,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X623.4616_3.88_4585,4585,623.4616,3.88,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X350.1608_2.25_4587,4587,350.1608,2.25,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X398.2179_3.05_4593,4593,398.2179,3.05,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes
X476.2506_2.29_4597,4597,476.2506,2.29,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X459.3093_2.35_4598,4598,459.3093,2.35,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X342.2985_3.14_4603,4603,342.2985,3.14,Spectral Match to N-Oleoylglycine from NIST14,0.804815,8,2.0145,5920.04,Yes,Spectral Match to N-Palmitoylglycine from NIST14,First Analog,Organonitrogen compounds,N-acylethanolamines,Organic compounds,Aliphatic acyclic compounds,Amines,Organic nitrogen compounds,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes
X644.8359_2.23_4605,4605,644.8359,2.23,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X247.2408_3.27_4606,4606,247.2408,3.27,"Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14",0.919337,11,29.9752,108129,Yes,Spectral Match to 15-OxoEDE from NIST14,First Analog,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes
X450.286_2.91_4607,4607,450.286,2.91,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes
X646.5375_3.89_4610,4610,646.5375,3.89,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X364.2114_2.5_4613,4613,364.2114,2.5,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X618.5067_3.86_4614,4614,618.5067,3.86,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X213.1841_3.05_4617,4617,213.1841,3.05,Spectral Match to Palmitelaidic acid from NIST14,0.73915,8,42.0479,164744,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,NA,Yes,NA,Yes
X471.3449_2.75_4619,4619,471.3449,2.75,NA,NA,NA,NA,NA,No,Glochidone,First Analog,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X587.5009_4.04_4621,4621,587.5009,4.04,AEG(o-18:3/18:1),0.709436,9,16.0331,26565.3,Yes,Spectral Match to (-)-Isolongifolol from NIST14,First Analog,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X254.2105_3.39_4624,4624,254.2105,3.39,"Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14",0.865168,6,61.0425,193630,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,Yes,NA,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA
X455.3135_2.81_4627,4627,455.3135,2.81,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X303.194_2.48_4631,4631,303.194,2.48,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X451.2347_2.13_4632,4632,451.2347,2.13,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X243.1225_2.3_4633,4633,243.1225,2.3,Massbank:FIO00417 Artemisinin,0.727097,8,40.0325,141380,Yes,HYDROXYPHENYLLACTIC ACID,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X337.1707_0.26_4635,4635,337.1707,0.26,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes
X545.2932_2.13_4640,4640,545.2932,2.13,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X306.2776_3.54_4643,4643,306.2776,3.54,MUCIC ACID,0.747478,5,78.2066,342905,Yes,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X189.1631_3.05_4646,4646,189.1631,3.05,"Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",0.940164,9,11.9991,67728.8,Yes,"Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",First,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X489.3169_2.31_4647,4647,489.3169,2.31,Spectral Match to Undecaethylene glycol from NIST14,0.812846,7,474.32,27796.4,Yes,Spectral Match to Nonaethylene glycol from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X457.293_2.58_4651,4651,457.293,2.58,NA,NA,NA,NA,NA,No,"NCGC00168839-02!(2S,3R,5R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-17-[(2R,3R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one [IIN-based: Match]",Fourth,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X240.086_0.36_4652,4652,240.086,0.36,MassbankEU:ET160603 PRI_275.1026_12.7|4-[(6-methoxyquinolin-8-yl)amino]-4-oxobutanoic acid,0.810078,5,35.017,127287,Yes,MassbankEU:ET160603 PRI_275.1026_12.7|4-[(6-methoxyquinolin-8-yl)amino]-4-oxobutanoic acid,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes
